Date,Price,Open,High,Low,Vol.,Change %
2021-03-25,"2,788.93","2,795.00","2,795.00","2,722.92",416.20M,-0.22%
2021-03-24,"2,795.00","2,739.60","2,828.05","2,737.17",508.40M,2.02%
2021-03-23,"2,739.60","2,845.34","2,845.34","2,697.67",551.75M,-3.72%
2021-03-22,"2,845.34","2,979.65","2,979.65","2,845.34",425.60M,-4.51%
2021-03-21,"2,979.65","3,047.36","3,062.93","2,979.65",390.41M,-2.22%
2021-03-18,"3,047.36","3,080.36","3,080.36","3,046.46",505.50M,-1.07%
2021-03-17,"3,080.36","3,083.89","3,108.03","3,080.36",463.30M,-0.11%
2021-03-16,"3,083.89","3,141.71","3,141.71","3,068.27",437.85M,-1.84%
2021-03-15,"3,141.71","3,213.97","3,221.64","3,141.71",505.59M,-2.25%
2021-03-14,"3,213.97","3,223.36","3,235.96","3,213.81",498.45M,-0.29%
2021-03-11,"3,223.36","3,204.17","3,231.73","3,201.29",664.70M,0.60%
2021-03-10,"3,204.17","3,231.25","3,231.34","3,182.84",799.20M,-0.84%
2021-03-09,"3,231.25","3,247.64","3,265.65","3,231.25",436.36M,-0.50%
2021-03-08,"3,247.64","3,278.21","3,294.12","3,247.44",467.92M,-0.93%
2021-03-07,"3,278.21","3,198.81","3,282.50","3,198.81",467.92M,2.48%
2021-03-04,"3,198.81","3,203.62","3,212.97","3,174.01",508.14M,-0.15%
2021-03-03,"3,203.62","3,326.14","3,327.11","3,202.61",627.28M,-3.68%
2021-03-02,"3,326.14","3,351.11","3,375.15","3,326.14",581.32M,-0.75%
2021-03-01,"3,351.11","3,369.89","3,371.96","3,351.11",471.04M,-0.56%
2021-02-28,"3,369.89","3,424.52","3,424.55","3,369.86",840.30M,-1.60%
2021-02-25,"3,424.52","3,386.08","3,447.02","3,386.08",750.80M,1.14%
2021-02-24,"3,386.08","3,391.09","3,396.17","3,351.97",520.49M,-0.15%
2021-02-23,"3,391.09","3,437.08","3,442.97","3,391.09",709.92M,-1.34%
2021-02-22,"3,437.08","3,420.42","3,444.42","3,420.42",730.92M,0.49%
2021-02-21,"3,420.42","3,374.34","3,427.33","3,374.26",605.89M,1.37%
2021-02-18,"3,374.34","3,403.11","3,403.11","3,373.33",762.33M,-0.85%
2021-02-17,"3,403.11","3,453.56","3,458.64","3,403.07",1.04B,-1.46%
2021-02-16,"3,453.56","3,431.99","3,464.65","3,431.99",379.80M,0.63%
2021-02-15,"3,431.99","3,469.25","3,470.33","3,429.72",445.47M,-1.07%
2021-02-14,"3,469.25","3,488.18","3,513.38","3,469.16",499.21M,-0.54%
2021-02-11,"3,488.18","3,468.78","3,500.42","3,468.78",520.36M,0.56%
2021-02-10,"3,468.78","3,417.26","3,472.92","3,417.26",776.27M,1.51%
2021-02-09,"3,417.26","3,442.93","3,442.93","3,406.36",572.27M,-0.75%
2021-02-08,"3,442.93","3,475.84","3,494.09","3,442.93",892.43M,-0.95%
2021-02-07,"3,475.84","3,440.18","3,483.09","3,440.18",723.56M,1.04%
2021-02-04,"3,440.18","3,447.77","3,460.28","3,439.42",492.26M,-0.22%
2021-02-03,"3,447.77","3,448.66","3,471.45","3,447.77",568.23M,-0.03%
2021-02-02,"3,448.66","3,413.02","3,458.01","3,413.02",568.09M,1.04%
2021-02-01,"3,413.02","3,373.09","3,416.68","3,373.09",603.74M,1.18%
2021-01-31,"3,373.09","3,390.84","3,393.40","3,372.72",491.66M,-0.52%
2021-01-27,"3,390.84","3,378.52","3,398.14","3,378.52",550.83M,0.36%
2021-01-26,"3,378.52","3,361.72","3,387.97","3,361.72",578.97M,0.50%
2021-01-25,"3,361.72","3,341.36","3,365.86","3,340.07",650.34M,0.61%
2021-01-24,"3,341.36","3,328.19","3,348.22","3,328.19",515.09M,0.40%
2021-01-21,"3,328.19","3,313.21","3,336.73","3,313.21",536.53M,0.45%
2021-01-20,"3,313.21","3,271.72","3,326.42","3,271.72",646.66M,1.27%
2021-01-19,"3,271.72","3,250.42","3,271.72","3,240.78",510.45M,0.66%
2021-01-18,"3,250.42","3,274.35","3,292.46","3,250.42",559.25M,-0.73%
2021-01-17,"3,274.35","3,252.80","3,281.26","3,252.80",438.84M,0.66%
2021-01-14,"3,252.80","3,225.53","3,257.90","3,225.53",568.77M,0.85%
2021-01-13,"3,225.53","3,194.77","3,230.68","3,194.77",569.01M,0.96%
2021-01-12,"3,194.77","3,182.46","3,198.04","3,174.81",479.96M,0.39%
2021-01-11,"3,182.46","3,168.94","3,191.62","3,168.94",553.27M,0.43%
2021-01-10,"3,168.94","3,125.17","3,173.40","3,125.17",515.71M,1.40%
2021-01-06,"3,125.17","3,101.07","3,128.79","3,101.07",428.32M,0.78%
2021-01-05,"3,101.07","3,096.85","3,110.12","3,090.69",460.51M,0.14%
2021-01-04,"3,096.85","3,118.58","3,127.93","3,096.62",399.29M,-0.70%
2021-01-03,"3,118.58","3,097.82","3,121.46","3,096.60",322.80M,0.67%
2020-12-31,"3,097.82","3,087.70","3,106.69","3,087.70",430.18M,0.33%
2020-12-30,"3,087.70","3,018.45","3,089.27","3,018.45",457.09M,2.29%
2020-12-29,"3,018.45","2,985.81","3,018.45","2,984.28",419.56M,1.09%
2020-12-28,"2,985.81","2,938.15","2,993.75","2,938.15",361.12M,1.62%
2020-12-27,"2,938.15","2,974.11","2,976.46","2,932.28",411.43M,-1.21%
2020-12-24,"2,974.11","2,933.98","2,981.60","2,933.98",473.22M,1.37%
2020-12-23,"2,933.98","2,867.51","2,933.98","2,867.51",485.10M,2.32%
2020-12-22,"2,867.51","2,852.93","2,867.51","2,803.41",421.66M,0.51%
2020-12-21,"2,852.93","3,056.74","3,056.74","2,852.77",515.40M,-6.67%
2020-12-20,"3,056.74","3,001.37","3,061.61","3,001.37",333.42M,1.84%
2020-12-17,"3,001.37","3,026.16","3,026.16","2,979.55",420.20M,-0.82%
2020-12-16,"3,026.16","3,081.35","3,081.92","3,026.16",649.98M,-1.79%
2020-12-15,"3,081.35","3,085.73","3,104.53","3,081.31",534.73M,-0.14%
2020-12-14,"3,085.73","3,061.37","3,094.81","3,061.37",532.96M,0.80%
2020-12-13,"3,061.37","3,040.47","3,062.21","3,040.47",468.62M,0.69%
2020-12-10,"3,040.47","3,082.00","3,082.00","3,040.36",444.85M,-1.35%
2020-12-09,"3,082.00","3,114.83","3,119.25","3,081.98",536.85M,-1.05%
2020-12-08,"3,114.83","3,088.62","3,121.19","3,088.62",559.59M,0.85%
2020-12-07,"3,088.62","3,075.45","3,095.83","3,075.45",670.98M,0.43%
2020-12-06,"3,075.45","3,038.42","3,078.38","3,038.42",682.02M,1.22%
2020-12-03,"3,038.42","3,030.35","3,041.89","3,028.13",352.04M,0.27%
2020-12-02,"3,030.35","3,016.56","3,055.05","3,016.56",563.77M,0.46%
2020-12-01,"3,016.56","2,983.83","3,017.63","2,983.83",478.46M,1.10%
2020-11-30,"2,983.83","2,980.90","2,986.43","2,974.83",500.29M,0.10%
2020-11-29,"2,980.90","2,946.85","2,985.81","2,945.80",544.46M,1.16%
2020-11-26,"2,946.85","2,984.08","2,987.24","2,937.56",587.19M,-1.25%
2020-11-25,"2,984.08","3,010.82","3,023.02","2,984.07",785.02M,-0.89%
2020-11-24,"3,010.82","2,972.73","3,015.03","2,972.73",704.90M,1.28%
2020-11-23,"2,972.73","2,945.13","2,982.43","2,945.13",570.99M,0.94%
2020-11-22,"2,945.13","2,937.87","2,951.54","2,937.87",474.62M,0.25%
2020-11-19,"2,937.87","2,954.03","2,956.60","2,931.13",474.55M,-0.55%
2020-11-18,"2,954.03","2,958.73","2,968.55","2,954.03",379.90M,-0.16%
2020-11-17,"2,958.73","2,923.36","2,963.95","2,923.36",649.25M,1.21%
2020-11-16,"2,923.36","2,911.58","2,924.34","2,911.58",329.34M,0.40%
2020-11-15,"2,911.58","2,912.19","2,926.90","2,911.58",306.42M,-0.02%
2020-11-12,"2,912.19","2,888.80","2,917.60","2,888.80",455.33M,0.81%
2020-11-11,"2,888.80","2,863.30","2,888.80","2,862.13",452.44M,0.89%
2020-11-10,"2,863.30","2,799.05","2,873.77","2,799.05",440.71M,2.30%
2020-11-09,"2,799.05","2,732.75","2,799.05","2,732.75",427.54M,2.43%
2020-11-08,"2,732.75","2,717.21","2,734.60","2,714.48",198.74M,0.57%
2020-11-05,"2,717.21","2,707.34","2,736.09","2,707.34",240.04M,0.36%
2020-11-04,"2,707.34","2,671.74","2,707.90","2,671.74",228.58M,1.33%
2020-11-03,"2,671.74","2,672.24","2,672.59","2,647.67",270.56M,-0.02%
2020-11-02,"2,672.24","2,718.56","2,738.03","2,672.23",405.72M,-1.70%
2020-11-01,"2,718.56","2,743.47","2,746.06","2,718.56",281.66M,-0.91%
2020-10-28,"2,743.47","2,742.45","2,769.03","2,737.89",363.23M,0.04%
2020-10-27,"2,742.45","2,679.70","2,742.45","2,679.70",335.07M,2.34%
2020-10-26,"2,679.70","2,645.00","2,689.15","2,645.00",227.67M,1.31%
2020-10-25,"2,645.00","2,692.53","2,692.53","2,615.32",221.77M,-1.77%
2020-10-22,"2,692.53","2,818.07","2,818.07","2,692.53",367.91M,-4.45%
2020-10-21,"2,818.07","2,854.18","2,875.71","2,818.07",307.42M,-1.27%
2020-10-20,"2,854.18","2,871.56","2,871.56","2,832.32",226.80M,-0.61%
2020-10-19,"2,871.56","2,869.45","2,894.59","2,869.45",247.04M,0.07%
2020-10-18,"2,869.45","2,916.58","2,919.21","2,869.39",226.42M,-1.62%
2020-10-15,"2,916.58","2,931.25","2,950.11","2,916.58",290.39M,-0.50%
2020-10-14,"2,931.25","2,899.69","2,932.05","2,898.37",316.55M,1.09%
2020-10-13,"2,899.69","2,947.60","2,947.60","2,899.38",287.73M,-1.63%
2020-10-12,"2,947.60","2,961.01","2,980.73","2,947.60",393.54M,-0.45%
2020-10-11,"2,961.01","2,932.55","2,963.32","2,932.55",424.50M,0.97%
2020-10-07,"2,932.55","2,902.76","2,944.79","2,902.76",403.37M,1.03%
2020-10-06,"2,902.76","2,855.68","2,908.02","2,855.68",331.79M,1.65%
2020-10-05,"2,855.68","2,921.76","2,921.76","2,850.69",338.20M,-2.26%
2020-10-04,"2,921.76","2,928.05","2,950.48","2,921.76",295.42M,-0.21%
2020-10-01,"2,928.05","2,896.15","2,931.79","2,894.82",284.50M,1.10%
2020-09-30,"2,896.15","2,917.35","2,919.91","2,892.02",285.96M,-0.73%
2020-09-29,"2,917.35","2,918.19","2,935.90","2,917.35",382.33M,-0.03%
2020-09-28,"2,918.19","2,914.81","2,941.46","2,914.81",403.04M,0.12%
2020-09-27,"2,914.81","2,885.25","2,931.80","2,885.25",308.24M,1.02%
2020-09-24,"2,885.25","2,903.74","2,913.11","2,879.35",366.89M,-0.64%
2020-09-23,"2,903.74","2,857.95","2,922.94","2,857.95",379.63M,1.60%
2020-09-22,"2,857.95","2,841.19","2,857.95","2,797.20",386.46M,0.59%
2020-09-21,"2,841.19","2,864.62","2,902.71","2,841.19",539.53M,-0.82%
2020-09-20,"2,864.62","2,824.66","2,865.80","2,824.66",368.50M,1.41%
2020-09-17,"2,824.66","2,794.45","2,829.72","2,794.45",505.89B,1.08%
2020-09-16,"2,794.45","2,747.84","2,796.60","2,747.84",436.63M,1.70%
2020-09-15,"2,747.84","2,749.40","2,754.52","2,739.50",300.20M,-0.06%
2020-09-14,"2,749.40","2,763.07","2,777.60","2,749.40",339.60M,-0.49%
2020-09-13,"2,763.07","2,736.44","2,773.06","2,736.44",345.26M,0.97%
2020-09-10,"2,736.44","2,661.00","2,737.84","2,661.00",344.20M,2.84%
2020-09-09,"2,661.00","2,653.97","2,661.00","2,618.74",321.24M,0.26%
2020-09-08,"2,653.97","2,742.83","2,744.67","2,653.97",389.85M,-3.24%
2020-09-07,"2,742.83","2,728.85","2,771.92","2,728.85",321.10M,0.51%
2020-09-06,"2,728.85","2,748.22","2,749.15","2,708.86",304.22M,-0.70%
2020-09-03,"2,748.22","2,736.29","2,765.04","2,736.29",320.58M,0.44%
2020-09-02,"2,736.29","2,732.03","2,756.21","2,731.59",391.13M,0.16%
2020-09-01,"2,732.03","2,763.15","2,763.15","2,732.03",414.60M,-1.13%
2020-08-31,"2,763.15","2,779.86","2,806.79","2,763.15",487.10M,-0.60%
2020-08-30,"2,779.86","2,731.76","2,782.44","2,731.76",437.92M,1.76%
2020-08-27,"2,731.76","2,691.29","2,732.66","2,691.29",554.48M,1.50%
2020-08-26,"2,691.29","2,656.11","2,698.62","2,656.11",515.52M,1.32%
2020-08-25,"2,656.11","2,657.21","2,670.35","2,655.49",495.97M,-0.04%
2020-08-24,"2,657.21","2,638.69","2,673.04","2,638.69",647.34M,0.70%
2020-08-23,"2,638.69","2,571.86","2,638.73","2,571.86",491.66M,2.60%
2020-08-19,"2,571.86","2,529.98","2,572.77","2,529.98",489.24M,1.66%
2020-08-18,"2,529.98","2,544.03","2,544.03","2,513.50",492.54M,-0.55%
2020-08-17,"2,544.03","2,563.93","2,574.33","2,544.03",619.20M,-0.78%
2020-08-16,"2,563.93","2,519.09","2,569.17","2,519.09",555.42M,1.78%
2020-08-13,"2,519.09","2,519.58","2,525.08","2,515.77",388.95M,-0.02%
2020-08-12,"2,519.58","2,507.99","2,540.17","2,507.99",475.44M,0.46%
2020-08-11,"2,507.99","2,475.26","2,508.30","2,475.26",665.60M,1.32%
2020-08-10,"2,475.26","2,464.75","2,481.19","2,458.96",338.76M,0.43%
2020-08-09,"2,464.75","2,436.78","2,466.11","2,436.78",398.80M,1.15%
2020-08-06,"2,436.78","2,421.56","2,448.69","2,421.56",438.34M,0.63%
2020-08-05,"2,421.56","2,398.54","2,421.62","2,398.54",455.58M,0.96%
2020-08-04,"2,398.54","2,352.47","2,399.55","2,352.47",475.63M,1.96%
2020-07-29,"2,352.47","2,320.94","2,352.47","2,320.94",420.32M,1.36%
2020-07-28,"2,320.94","2,325.36","2,331.63","2,320.94",277.59M,-0.19%
2020-07-27,"2,325.36","2,319.13","2,332.34","2,319.13",251.12M,0.27%
2020-07-26,"2,319.13","2,287.58","2,320.32","2,287.58",283.33M,1.38%
2020-07-22,"2,287.58","2,266.81","2,289.50","2,266.81",251.12M,0.92%
2020-07-21,"2,266.81","2,223.74","2,277.24","2,223.74",362.76M,1.94%
2020-07-20,"2,223.74","2,177.44","2,223.74","2,177.44",1.01B,2.13%
2020-07-19,"2,177.44","2,202.82","2,231.00","2,177.40",302.22M,-1.15%
2020-07-16,"2,202.82","2,254.08","2,254.08","2,174.15",280.68M,-2.27%
2020-07-15,"2,254.08","2,341.31","2,360.21","2,254.08",560.19M,-3.73%
2020-07-14,"2,341.31","2,385.13","2,385.13","2,341.01",836.52M,-1.84%
2020-07-13,"2,385.13","2,369.01","2,423.95","2,369.01",836.52M,0.68%
2020-07-12,"2,369.01","2,289.80","2,369.01","2,289.80",328.66M,3.46%
2020-07-09,"2,289.80","2,378.54","2,378.54","2,284.99",446.25M,-3.73%
2020-07-08,"2,378.54","2,375.79","2,399.01","2,375.79",563.83M,0.12%
2020-07-07,"2,375.79","2,369.26","2,388.25","2,369.26",381.86M,0.28%
2020-07-06,"2,369.26","2,323.19","2,371.82","2,323.19",364.48M,1.98%
2020-07-05,"2,323.19","2,245.56","2,323.19","2,245.56",423.51M,3.46%
2020-06-30,"2,245.56","2,204.70","2,247.47","2,204.70",364.48M,1.85%
2020-06-29,"2,204.70","2,184.25","2,208.54","2,184.25",447.12M,0.94%
2020-06-28,"2,184.25","2,165.73","2,188.63","2,165.73",263.13M,0.86%
2020-06-25,"2,165.73","2,188.42","2,191.06","2,165.62",447.12M,-1.04%
2020-06-24,"2,188.42","2,146.56","2,191.80","2,146.56",447.12M,1.95%
2020-06-23,"2,146.56","2,125.16","2,146.87","2,123.93",326.98M,1.01%
2020-06-22,"2,125.16","2,104.14","2,140.81","2,104.14",358.15M,1.00%
2020-06-21,"2,104.14","2,089.24","2,104.14","2,069.19",282.75M,0.71%
2020-06-18,"2,089.24","2,082.62","2,090.63","2,082.62",292.31M,0.32%
2020-06-17,"2,082.62","2,080.23","2,091.96","2,080.23",301.27M,0.11%
2020-06-16,"2,080.23","2,039.15","2,084.32","2,039.15",310.62M,2.01%
2020-06-15,"2,039.15","2,034.69","2,039.15","2,005.87",262.21M,0.22%
2020-06-14,"2,034.69","2,040.67","2,045.68","2,032.45",265.12M,-0.29%
2020-06-11,"2,040.67","2,047.77","2,051.78","2,036.54",288.56M,-0.35%
2020-06-10,"2,047.77","2,044.76","2,053.07","2,043.82",269.75M,0.15%
2020-06-09,"2,044.76","2,041.01","2,061.76","2,041.01",470.13M,0.18%
2020-06-08,"2,041.01","2,028.96","2,055.78","2,028.96",437.98M,0.59%
2020-06-07,"2,028.96","1,963.98","2,029.04","1,963.98",471.34M,3.31%
2020-06-04,"1,963.98","1,930.31","1,964.25","1,930.31",346.22M,1.74%
2020-06-03,"1,930.31","1,918.43","1,934.62","1,918.43",365.67M,0.62%
2020-06-02,"1,918.43","1,885.22","1,921.56","1,884.83",258.80M,1.76%
2020-06-01,"1,885.22","1,872.00","1,886.73","1,872.00",,0.71%
2020-05-31,"1,872.00","1,829.51","1,872.00","1,829.51",160.82M,2.32%
2020-05-21,"1,829.51","1,827.06","1,830.14","1,823.03",123.96M,0.13%
2020-05-20,"1,827.06","1,851.78","1,853.52","1,827.02",183.65M,-1.33%
2020-05-19,"1,851.78","1,826.59","1,854.35","1,826.59",163.31M,1.38%
2020-05-18,"1,826.59","1,836.45","1,839.70","1,826.59",163.31M,-0.54%
2020-05-17,"1,836.45","1,819.16","1,840.71","1,819.16",131.73M,0.95%
2020-05-14,"1,819.16","1,829.84","1,829.84","1,817.60",208.37M,-0.58%
2020-05-13,"1,829.84","1,869.26","1,872.30","1,828.73",256.35M,-2.11%
2020-05-12,"1,869.26","1,808.88","1,874.01","1,808.88",237.88M,3.34%
2020-05-11,"1,808.88","1,836.54","1,836.54","1,792.87",236.81M,-1.51%
2020-05-10,"1,836.54","1,870.73","1,873.00","1,836.49",216.93M,-1.83%
2020-05-07,"1,870.73","1,118.31","1,119.61","1,084.95",320.26M,-3.37%
2020-05-06,"1,936.05","1,936.05","1,936.05","1,936.05",,1.76%
2020-05-05,"1,902.63","1,902.63","1,902.63","1,902.63",,1.84%
2020-05-04,"1,868.20","1,868.20","1,868.20","1,868.20",,-2.42%
2020-05-03,"1,914.46","1,914.46","1,914.46","1,914.46",,-4.01%
2020-04-30,"1,994.50","1,994.50","1,994.50","1,994.50",,0.87%
2020-04-29,"1,977.25","1,977.25","1,977.25","1,977.25",,0.45%
2020-04-28,"1,968.31","1,968.31","1,968.31","1,968.31",,1.41%
2020-04-27,"1,940.96","1,940.96","1,940.96","1,940.96",,-0.01%
2020-04-26,"1,941.19","1,941.19","1,941.19","1,941.19",,3.50%
2020-04-23,"1,875.59","1,875.59","1,875.59","1,875.59",,3.63%
2020-04-22,"1,809.96","1,809.96","1,809.96","1,809.96",,1.03%
2020-04-21,"1,791.57","1,791.57","1,791.57","1,791.57",,-0.43%
2020-04-16,"1,799.31","1,799.31","1,799.31","1,799.31",,0.40%
2020-04-15,"1,792.23","1,792.23","1,792.23","1,792.23",,0.30%
2020-04-14,"1,786.88","1,786.88","1,786.88","1,786.88",,2.04%
2020-04-13,"1,751.24","1,751.24","1,751.24","1,751.24",,1.97%
2020-04-12,"1,717.33","1,717.33","1,717.33","1,717.33",,0.38%
2020-04-09,"1,710.85","1,710.85","1,710.85","1,710.85",,-0.43%
2020-04-08,"1,718.31","1,718.31","1,718.31","1,718.31",,1.44%
2020-04-07,"1,693.90","1,693.90","1,693.90","1,693.90",,3.42%
2020-04-06,"1,637.81","1,637.81","1,637.81","1,637.81",,1.79%
2020-04-05,"1,609.07","1,609.07","1,609.07","1,609.07",,-1.28%
2020-04-02,"1,630.00","1,630.00","1,630.00","1,630.00",,0.96%
2020-04-01,"1,614.55","1,614.55","1,614.55","1,614.55",,-1.14%
2020-03-31,"1,633.19","1,633.19","1,633.19","1,633.19",,1.61%
2020-03-30,"1,607.36","1,607.36","1,607.36","1,607.36",,-0.30%
2020-03-29,"1,612.18","1,612.18","1,612.18","1,612.18",,1.20%
2020-03-26,"1,593.05","1,593.05","1,593.05","1,593.05",,2.73%
2020-03-25,"1,550.77","1,550.77","1,550.77","1,550.77",,2.58%
2020-03-24,"1,511.81","1,511.81","1,511.81","1,511.81",,-0.43%
2020-03-23,"1,518.28","1,518.28","1,518.28","1,518.28",,4.39%
2020-03-22,"1,454.42","1,454.42","1,454.42","1,454.42",,3.99%
2020-03-19,"1,398.59","1,398.59","1,398.59","1,398.59",,0.40%
2020-03-18,"1,393.06","1,393.06","1,393.06","1,393.06",,-5.82%
2020-03-17,"1,479.19","1,479.19","1,479.19","1,479.19",,-5.87%
2020-03-16,"1,571.44","1,571.44","1,571.44","1,571.44",,-6.86%
2020-03-15,"1,687.25","1,687.25","1,687.25","1,687.25",,-7.89%
2020-03-11,"1,831.80","1,831.80","1,831.80","1,831.80",,1.15%
2020-03-10,"1,810.96","1,810.96","1,810.96","1,810.96",,-0.02%
2020-03-09,"1,811.39","1,811.39","1,811.39","1,811.39",,-5.53%
2020-03-08,"1,917.47","1,917.47","1,917.47","1,917.47",,-3.10%
2020-03-05,"1,978.73","1,978.73","1,978.73","1,978.73",,2.38%
2020-03-04,"1,932.65","1,932.65","1,932.65","1,932.65",,-0.07%
2020-03-03,"1,934.04","1,934.04","1,934.04","1,934.04",,1.21%
2020-03-02,"1,911.00","1,911.00","1,911.00","1,911.00",,-0.28%
2020-03-01,"1,916.35","1,916.35","1,916.35","1,916.35",,-6.57%
2020-02-27,"2,051.03","2,051.03","2,051.03","2,051.03",,-1.35%
2020-02-26,"2,079.06","2,079.06","2,079.06","2,079.06",,0.32%
2020-02-25,"2,072.47","2,072.47","2,072.47","2,072.47",,-0.06%
2020-02-24,"2,073.63","2,073.63","2,073.63","2,073.63",,-3.09%
2020-02-23,"2,139.77","2,139.77","2,139.77","2,139.77",,-0.08%
2020-02-20,"2,141.58","2,141.58","2,141.58","2,141.58",,1.06%
2020-02-19,"2,119.04","2,119.04","2,119.04","2,119.04",,0.36%
2020-02-18,"2,111.39","2,111.39","2,111.39","2,111.39",,-1.61%
2020-02-17,"2,145.85","2,145.85","2,145.85","2,145.85",,0.32%
2020-02-16,"2,138.99","2,138.99","2,138.99","2,138.99",,-1.26%
2020-02-13,"2,166.34","2,166.34","2,166.34","2,166.34",,0.56%
2020-02-12,"2,154.36","2,154.36","2,154.36","2,154.36",,-1.07%
2020-02-11,"2,177.59","2,177.59","2,177.59","2,177.59",,0.16%
2020-02-10,"2,174.01","2,174.01","2,174.01","2,174.01",,-0.82%
2020-02-09,"2,192.01","2,192.01","2,192.01","2,192.01",,0.31%
2020-02-06,"2,185.28","2,185.28","2,185.28","2,185.28",,0.64%
2020-02-05,"2,171.33","2,171.33","2,171.33","2,171.33",,0.39%
2020-02-04,"2,162.90","2,162.90","2,162.90","2,162.90",,-0.04%
2020-02-03,"2,163.68","2,163.68","2,163.68","2,163.68",,-0.42%
2020-02-02,"2,172.87","2,172.87","2,172.87","2,172.87",,-0.64%
2020-01-30,"2,186.76","2,186.76","2,186.76","2,186.76",,1.06%
2020-01-29,"2,163.91","2,163.91","2,163.91","2,163.91",,1.75%
2020-01-28,"2,126.76","2,126.76","2,126.76","2,126.76",,-0.51%
2020-01-27,"2,137.56","2,137.56","2,137.56","2,137.56",,-0.71%
2020-01-26,"2,152.81","2,152.81","2,152.81","2,152.81",,-0.04%
2020-01-23,"2,153.69","2,153.69","2,153.69","2,153.69",,0.53%
2020-01-22,"2,142.23","2,142.23","2,142.23","2,142.23",,0.78%
2020-01-21,"2,125.74","2,125.74","2,125.74","2,125.74",,-0.87%
2020-01-20,"2,144.45","2,144.45","2,144.45","2,144.45",,-1.00%
2020-01-19,"2,166.01","2,166.01","2,166.01","2,166.01",,-0.59%
2020-01-16,"2,178.88","2,178.88","2,178.88","2,178.88",,0.54%
2020-01-15,"2,167.27","2,167.27","2,167.27","2,167.27",,0.28%
2020-01-14,"2,161.18","2,161.18","2,161.18","2,161.18",,0.75%
2020-01-13,"2,145.13","2,145.13","2,145.13","2,145.13",,0.23%
2020-01-12,"2,140.23","2,140.23","2,140.23","2,140.23",,0.88%
2020-01-09,"2,121.59","2,121.59","2,121.59","2,121.59",,2.35%
2020-01-08,"2,072.82","2,072.82","2,072.82","2,072.82",,2.49%
2020-01-06,"2,022.51","2,022.51","2,022.51","2,022.51",,-2.03%
2020-01-05,"2,064.37","2,064.37","2,064.37","2,064.37",,-5.81%
2020-01-02,"2,191.70","2,191.70","2,191.70","2,191.70",,0.33%
2019-12-31,"2,184.56","2,184.56","2,184.56","2,184.56",,-0.01%
2019-12-30,"2,184.88","2,184.88","2,184.88","2,184.88",,0.08%
2019-12-29,"2,183.08","2,183.08","2,183.08","2,183.08",,0.03%
2019-12-26,"2,182.44","2,182.44","2,182.44","2,182.44",,0.40%
2019-12-25,"2,173.73","2,173.73","2,173.73","2,173.73",,0.43%
2019-12-24,"2,164.45","2,164.45","2,164.45","2,164.45",,-0.63%
2019-12-23,"2,178.12","2,178.12","2,178.12","2,178.12",,-0.69%
2019-12-22,"2,193.18","2,193.18","2,193.18","2,193.18",,0.24%
2019-12-19,"2,187.97","2,187.97","2,187.97","2,187.97",,-0.26%
2019-12-18,"2,193.59","2,193.59","2,193.59","2,193.59",,0.78%
2019-12-17,"2,176.62","2,176.62","2,176.62","2,176.62",,1.42%
2019-12-16,"2,146.09","2,146.09","2,146.09","2,146.09",,0.16%
2019-12-15,"2,142.61","2,142.61","2,142.61","2,142.61",,0.44%
2019-12-12,"2,133.29","2,133.29","2,133.29","2,133.29",,-0.58%
2019-12-11,"2,145.66","2,145.66","2,145.66","2,145.66",,-0.76%
2019-12-10,"2,162.11","2,162.11","2,162.11","2,162.11",,0.91%
2019-12-09,"2,142.54","2,142.54","2,142.54","2,142.54",,-0.43%
2019-12-08,"2,151.85","2,151.85","2,151.85","2,151.85",,-0.61%
2019-12-05,"2,164.98","2,164.98","2,164.98","2,164.98",,-0.67%
2019-12-04,"2,179.51","2,179.51","2,179.51","2,179.51",,2.01%
2019-12-03,"2,136.62","2,136.62","2,136.62","2,136.62",,-0.87%
2019-12-02,"2,155.33","2,155.33","2,155.33","2,155.33",,-2.20%
2019-12-01,"2,203.78","2,203.78","2,203.78","2,203.78",,-0.04%
2019-11-28,"2,204.70","2,204.70","2,204.70","2,204.70",,0.78%
2019-11-27,"2,187.66","2,187.66","2,187.66","2,187.66",,-0.38%
2019-11-26,"2,196.07","2,196.07","2,196.07","2,196.07",,-1.44%
2019-11-25,"2,228.24","2,228.24","2,228.24","2,228.24",,-0.61%
2019-11-24,"2,241.82","2,241.82","2,241.82","2,241.82",,-0.60%
2019-11-21,"2,255.38","2,255.38","2,255.38","2,255.38",,-0.13%
2019-11-20,"2,258.37","2,258.37","2,258.37","2,258.37",,0.18%
2019-11-19,"2,254.42","2,254.42","2,254.42","2,254.42",,-0.20%
2019-11-18,"2,258.86","2,258.86","2,258.86","2,258.86",,-1.26%
2019-11-17,"2,287.61","2,287.61","2,287.61","2,287.61",,-0.71%
2019-11-14,"2,304.05","2,304.05","2,304.05","2,304.05",,-0.43%
2019-11-13,"2,314.09","2,314.09","2,314.09","2,314.09",,-0.06%
2019-11-12,"2,315.52","2,315.52","2,315.52","2,315.52",,-0.58%
2019-11-11,"2,329.02","2,329.02","2,329.02","2,329.02",,0.47%
2019-11-07,"2,318.07","2,318.07","2,318.07","2,318.07",,0.68%
2019-11-06,"2,302.32","2,302.32","2,302.32","2,302.32",,-0.36%
2019-11-05,"2,310.58","2,310.58","2,310.58","2,310.58",,0.30%
